"","Product.Group.ID","Product.Group.Name.x","Business.Unit","MIN.Start.Month.Group","MIN.Effective.Start.Date","MAX.End.Month.Group","MAX.Effective.End.Date","Billed.Account.ID","Billed.Account.Name","Account.Name","Finance.Tier","Customer.Support.Tier","Based.Country","Geography..G.","Division..D.","Region..R.","Area..A.","Territory..T.","Product.Group.tier.2","Product.Group.tier.3","Product.Group.tier.4","Hyp...Business.Unit","Total.Past.12.Months.Dollar","Estm.Historical.Monthly.Rev","Contract.Months.Remaining","Contract.Remaining.Value..Q3.2014.to.Q2.2015.","Contract.Remaining.Value..Q4.2014.to.Q3.2015.","Contract.Remaining.Value..Total."
"10167","B-3-A0PMJR","HD OD ADOBE FLASH","Media","4/1/10 0:00","4/15/10 0:00","3/31/15 0:00","3/24/15 0:00","AANA-59GKRU","Interface Media Group","Interface Media Group","","E","USA","Americas","Channel Direct","Platform Partners","Platform Partners","Platform Partners","HD Network","Video Delivery Group","Media Delivery","Media BU","$89.55","$7.46",9,"$67.16","$67.16","$67.16"
"10172","B-3-A0PMJR","HD OD ADOBE FLASH","Media","6/1/11 0:00","6/1/11 0:00","12/31/15 0:00","12/13/15 0:00","AANA-5LYHUZ","Mail.com Media Corporation","Mail.com Media Corporation","E","E","USA","Americas","Enterprise","Enterprise West","Media West","Media West","HD Network","Video Delivery Group","Media Delivery","Media BU","$0.40","$0.03",18,"$0.40","$0.40","$0.60"
"10177","B-3-A0PMJR","HD OD ADOBE FLASH","Media","5/1/12 0:00","5/1/12 0:00","4/30/15 0:00","4/30/15 0:00","AANA-5TNAR7","Blink Ventures","Blink Ventures","","E","Canada","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$79.66","$6.64",10,"$66.39","$66.39","$66.39"
"10182","B-3-A0PMJR","HD OD ADOBE FLASH","Media","5/1/12 0:00","5/10/12 0:00","2/28/15 0:00","2/28/15 0:00","AANA-65PWJF","Vistaas Digital Media Pvt. Ltd","Vistaas Digital Media Pvt. Ltd","","E","India","APJ","INDIA","INDIA","ECG INDIA","ECG INDIA","HD Network","Video Delivery Group","Media Delivery","Media BU","$619.54","$51.63",8,"$413.02","$413.02","$413.02"
"10189","B-3-A0PMJR","HD OD ADOBE FLASH","Media","4/1/10 0:00","4/15/10 0:00","6/30/15 0:00","6/21/15 0:00","AANA-7EEUGL","Webcastor","Webcastor","","E","France","EMEA","SER","ECG SER","ECG SER","ECG SER","HD Network","Video Delivery Group","Media Delivery","Media BU","$141.96","$11.83",12,"$141.96","$141.96","$141.96"
"10192","B-3-A0PMJR","HD OD ADOBE FLASH","Media","6/1/13 0:00","6/1/13 0:00","5/31/15 0:00","5/31/15 0:00","AANA-8SH6NK","Museec SAS","Museec SAS","","E","France","EMEA","SER","DM France","DM France","DM France","HD Network","Video Delivery Group","Media Delivery","Media BU","$7,491.13","$624.26",11,"$6,866.87","$6,866.87","$6,866.87"
"10201","B-3-A0PMJR","HD OD ADOBE FLASH","Media","11/1/07 0:00","11/22/07 0:00","11/30/14 0:00","11/30/14 0:00","AANA-VTDQB","Streamcast","Streamcast","D","E","Australia","APJ","SOUTH ASIA","ANZ","ECG ANZ","ECG ANZ","HD Network","Video Delivery Group","Media Delivery","Media BU","$443.98","$37.00",5,"$184.99","$184.99","$184.99"
"10204","B-3-A0PMJR","HD OD ADOBE FLASH","Media","6/1/13 0:00","6/1/13 0:00","12/31/14 0:00","12/31/14 0:00","B-3-12LWJL3","Brightcove Inc. PACA North America","Brightcove Inc. PACA North America","","E","USA","Americas","Channel Direct","Platform Partners","Platform Partners","Platform Partners","HD Network","Video Delivery Group","Media Delivery","Media BU","$12,117.48","$1,009.79",6,"$6,058.74","$6,058.74","$6,058.74"
"10205","B-3-A0PMJR","HD OD ADOBE FLASH","Media","6/1/13 0:00","6/1/13 0:00","12/31/14 0:00","12/31/14 0:00","B-3-12MC73F","Brightcove Inc. PACA Europe West","Brightcove Inc. PACA Europe West","","E","USA","EMEA","UKI","UKI Channel","UKI Channel","UKI Channel","HD Network","Video Delivery Group","Media Delivery","Media BU","$64.91","$5.41",6,"$32.45","$32.45","$32.45"
"10206","B-3-A0PMJR","HD OD ADOBE FLASH","Media","12/1/06 0:00","12/1/06 0:00","11/30/14 0:00","11/30/14 0:00","B-3-AFKF7V","ARTURAI ITALIA SRL","ARTURAI ITALIA SRL","","E","Italy","EMEA","SER","SER Channel","SER Channel","SER Channel","HD Network","Video Delivery Group","Media Delivery","Media BU","-$204.42","-$17.04",5,"-$85.18","-$85.18","-$85.18"
"10207","B-3-A0PMJR","HD OD ADOBE FLASH","Media","2/1/12 0:00","2/1/12 0:00","1/31/15 0:00","1/31/15 0:00","AANA-5CUS4I","Fox Networks Group, Inc.","FBC - X Factor","","E","USA","Americas","Industry","Media","Media","Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$4,525.22","$377.10",7,"$2,639.71","$2,639.71","$2,639.71"
"10210","B-3-A0PMJR","HD OD ADOBE FLASH","Media","8/1/13 0:00","8/1/13 0:00","1/31/15 0:00","1/31/15 0:00","F-AC-1015465","Letterhead AB (Bon Magazine)","Letterhead AB (Bon Magazine)","","E","Sweden","EMEA","SEB","ECG SEB","ECG SEB","ECG SEB","HD Network","Video Delivery Group","Media Delivery","Media BU","$32.78","$2.73",7,"$19.12","$19.12","$19.12"
"10211","B-3-A0PMJR","HD OD ADOBE FLASH","Media","6/1/13 0:00","6/14/13 0:00","9/30/15 0:00","9/30/15 0:00","F-AC-1017128","Blue Jean Networks","Blue Jean Networks","","E","USA","Americas","Enterprise","Emerging North America","Inside Sales","Inside Sales West","HD Network","Video Delivery Group","Media Delivery","Media BU","$8,043.65","$670.30",15,"$8,043.65","$10,054.57","$10,054.57"
"10214","B-3-A0PMJR","HD OD ADOBE FLASH","Media","9/1/12 0:00","9/28/12 0:00","9/30/14 0:00","9/27/14 0:00","F-AC-1034972","Streamweaver","Streamweaver","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$0.00","$0.00",3,"$0.00","$0.00","$0.00"
"10220","B-3-A0PMJR","HD OD ADOBE FLASH","Media","1/1/13 0:00","1/14/13 0:00","1/31/16 0:00","1/13/16 0:00","AANA-6PUCS6","Carahsoft Technology Corp (Pub Sec Reseller)","DoD TRADOC","","E","USA","Americas","Enterprise","Public Sector","Custom/DoD","DoD","HD Network","Video Delivery Group","Media Delivery","Media BU","$11,679.54","$973.29",19,"$11,679.54","$11,679.54","$18,492.60"
"10221","B-3-A0PMJR","HD OD ADOBE FLASH","Media","10/1/12 0:00","10/11/12 0:00","10/31/14 0:00","10/10/14 0:00","F-AC-1119601","Blue Scout Media","Blue Scout Media","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$1,713.26","$142.77",4,"$571.09","$0.00","$571.09"
"10222","B-3-A0PMJR","HD OD ADOBE FLASH","Media","12/1/12 0:00","12/1/12 0:00","7/31/14 0:00","7/31/14 0:00","F-AC-1143052","Knowledge Network Corporation","Knowledge Network Corporation","","E","Canada","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$31,829.61","$2,652.47",1,"$2,652.47","$0.00","$2,652.47"
"10223","B-3-A0PMJR","HD OD ADOBE FLASH","Media","1/1/13 0:00","1/1/13 0:00","12/31/15 0:00","12/31/15 0:00","F-AC-1143552","National Federation of State High School Associations","National Federation of State High School Associations","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$222.39","$18.53",18,"$222.39","$222.39","$333.59"
"10229","B-3-A0PMJR","HD OD ADOBE FLASH","Media","10/1/13 0:00","10/1/13 0:00","9/30/15 0:00","9/30/15 0:00","1-6NDR1","G&L Geissendoerfer & Leschinsky GmbH","Toto-Lotto Niedersachsen GmbH","","E","Germany","EMEA","CER","DM DACH","DM DACH","DM DACH","HD Network","Video Delivery Group","Media Delivery","Media BU","$3,409.78","$284.15",15,"$3,409.78","$4,262.23","$4,262.23"
"10233","B-3-A0PMJR","HD OD ADOBE FLASH","Media","10/1/13 0:00","10/1/13 0:00","3/31/15 0:00","3/31/15 0:00","F-AC-1170806","Peloton Interactive","Peloton Interactive","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$0.00","$0.00",9,"$0.00","$0.00","$0.00"
"10237","B-3-A0PMJR","HD OD ADOBE FLASH","Media","4/1/13 0:00","4/1/13 0:00","9/30/14 0:00","9/30/14 0:00","F-AC-1191294","GPTV.COM.BR","GPTV.COM.BR","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$2,572.38","$214.37",3,"$643.10","$0.00","$643.10"
"10240","B-3-A0PMJR","HD OD ADOBE FLASH","Media","5/1/13 0:00","5/1/13 0:00","10/31/14 0:00","10/31/14 0:00","F-AC-1191783","Cinehost Inc.","Cinehost Inc.","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$309.22","$25.77",4,"$103.07","$0.00","$103.07"
"10241","B-3-A0PMJR","HD OD ADOBE FLASH","Media","8/1/13 0:00","8/1/13 0:00","7/31/15 0:00","7/31/15 0:00","1-AB9G7","Telefonica Soluciones de Informatica y Comunicaciones de Espana, S.A.","OAMI - Oficina de Armonizacion del Mercado Interior","","E","Spain","EMEA","SER","ECG SER","ECG SER","ECG SER","HD Network","Video Delivery Group","Media Delivery","Media BU","-$5,029.13","-$419.09",13,"-$5,029.13","-$5,448.22","-$5,448.22"
"10242","B-3-A0PMJR","HD OD ADOBE FLASH","Media","7/1/13 0:00","7/1/13 0:00","6/30/15 0:00","6/30/15 0:00","F-AC-1209081","Altare Publishing","Altare Publishing","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$381.92","$31.83",12,"$381.92","$381.92","$381.92"
"10245","B-3-A0PMJR","HD OD ADOBE FLASH","Media","4/1/14 0:00","4/1/14 0:00","7/31/14 0:00","7/31/14 0:00","B-3-QCCVK7","Brightcove, Inc. (fbo UK)","Rational Services Limited","","E","Isle Of Man","EMEA","UKI","UK & Ireland","DM UK","DM UK","HD Network","Video Delivery Group","Media Delivery","Media BU","$8,211.75","$684.31",1,"$684.31","$0.00","$684.31"
"10246","B-3-A0PMJR","HD OD ADOBE FLASH","Media","8/1/13 0:00","8/1/13 0:00","7/31/14 0:00","7/31/14 0:00","1-36NFAF","Brightcove, Inc.","Rational Services Limited","","E","Isle Of Man","EMEA","UKI","UK & Ireland","DM UK","DM UK","HD Network","Video Delivery Group","Media Delivery","Media BU","$8,211.75","$684.31",1,"$684.31","$0.00","$684.31"
"10247","B-3-A0PMJR","HD OD ADOBE FLASH","Media","4/1/14 0:00","4/1/14 0:00","9/30/15 0:00","9/30/15 0:00","F-AC-1213797","Cohen Brown Picture Company","Cohen Brown Picture Company","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Enterprise","HD Network","Video Delivery Group","Media Delivery","Media BU","$1,400.04","$116.67",15,"$1,400.04","$1,750.05","$1,750.05"
"10256","B-3-A0PMJR","HD OD ADOBE FLASH","Media","7/1/13 0:00","7/1/13 0:00","6/30/15 0:00","6/30/15 0:00","B-3-QCCVK7","Brightcove, Inc. (fbo UK)","Newslux","","E","Luxembourg","EMEA","SEB","ECG SEB","ECG SEB","ECG SEB","HD Network","Video Delivery Group","Media Delivery","Media BU","$155.82","$12.99",12,"$155.82","$155.82","$155.82"
"10259","B-3-A0PMJR","HD OD ADOBE FLASH","Media","10/1/13 0:00","10/21/13 0:00","5/31/15 0:00","5/31/15 0:00","B-3-VH6I0N","AT&T Services, Inc.","Culver Digital Distribution Application","","E","USA","Americas","Enterprise","Enterprise West","Media West","Media West","HD Network","Video Delivery Group","Media Delivery","Media BU","$0.00","$0.00",11,"$0.00","$0.00","$0.00"
"10266","B-3-A0PMJR","HD OD ADOBE FLASH","Media","11/1/13 0:00","11/15/13 0:00","11/30/14 0:00","11/14/14 0:00","1-EVEM5","Internet Initiative Japan Inc.","Imagineer Co.,Ltd.","","E","Japan","APJ","JAPAN","JAPAN","JP INSTALL BASE","ECG JAPAN","HD Network","Video Delivery Group","Media Delivery","Media BU","$11.26","$0.94",5,"$4.69","$4.69","$4.69"
"10271","B-3-A0PMJR","HD OD ADOBE FLASH","Media","5/1/10 0:00","5/18/10 0:00","2/28/15 0:00","2/28/15 0:00","F-AC-139260","Cires21, S.L.","Cires21, S.L.","","E","Spain","EMEA","SER","Spain","Spain","Spain","HD Network","Video Delivery Group","Media Delivery","Media BU","$0.00","$0.00",8,"$0.00","$0.00","$0.00"
"10274","B-3-A0PMJR","HD OD ADOBE FLASH","Media","3/1/14 0:00","3/1/14 0:00","2/28/15 0:00","2/28/15 0:00","F-AC-1405504","Hudson Global","Hudson Global","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Enterprise","HD Network","Video Delivery Group","Media Delivery","Media BU","$0.00","$0.00",8,"$0.00","$0.00","$0.00"
"10275","B-3-A0PMJR","HD OD ADOBE FLASH","Media","9/1/10 0:00","9/1/10 0:00","8/31/14 0:00","8/14/14 0:00","F-AC-140943","Synchrone Media Inc.","Synchrone Media Inc.","","E","Canada","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$1,867.64","$155.64",2,"$311.27","$0.00","$311.27"
"10277","B-3-A0PMJR","HD OD ADOBE FLASH","Media","12/1/13 0:00","12/1/13 0:00","11/30/14 0:00","11/30/14 0:00","B-3-VH6I0N","AT&T Services, Inc.","Chorus Call - AT&T","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG High Tech","HD Network","Video Delivery Group","Media Delivery","Media BU","$0.00","$0.00",5,"$0.00","$0.00","$0.00"
"10278","B-3-A0PMJR","HD OD ADOBE FLASH","Media","3/1/14 0:00","3/1/14 0:00","2/29/16 0:00","2/29/16 0:00","F-AC-1497646","City of Rancho Mirage","City of Rancho Mirage","","E","USA","Americas","Enterprise","Public Sector","Civilian","Civilian","HD Network","Video Delivery Group","Media Delivery","Media BU","$50.95","$4.25",20,"$50.95","$50.95","$84.92"
"10280","B-3-A0PMJR","HD OD ADOBE FLASH","Media","4/1/14 0:00","4/1/14 0:00","3/31/16 0:00","3/31/16 0:00","F-AC-1558933","T2 Digital Inc","T2 Digital Inc","","E","USA","Americas","Enterprise","Enterprise East","Media East","Media East","HD Network","Video Delivery Group","Media Delivery","Media BU","$185.55","$15.46",21,"$185.55","$185.55","$324.72"
"10284","B-3-A0PMJR","HD OD ADOBE FLASH","Media","7/1/10 0:00","7/1/10 0:00","11/30/14 0:00","11/30/14 0:00","F-AC-166548","Elsevier (Singapore) Pte. Ltd.","Elsevier (Singapore) Pte. Ltd.","","E","Singapore","Americas","Industry","Media","Media","Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$0.00","$0.00",5,"$0.00","$0.00","$0.00"
"10286","B-3-A0PMJR","HD OD ADOBE FLASH","Media","10/1/10 0:00","10/29/10 0:00","10/31/15 0:00","10/28/15 0:00","AANA-6PUCS6","Carahsoft Technology Corp (Pub Sec Reseller)","State Of California DPA","","E","USA","Americas","Enterprise","Public Sector","Civilian","Civilian","HD Network","Video Delivery Group","Media Delivery","Media BU","$3,701.25","$308.44",16,"$3,701.25","$4,935.00","$4,935.00"
"10291","B-3-A0PMJR","HD OD ADOBE FLASH","Media","7/1/13 0:00","7/17/13 0:00","10/31/14 0:00","10/31/14 0:00","F-AC-240479","The Church Online, LLC","The Church Online, LLC","","E","USA","Americas","Channel Direct","Platform Partners","Platform Partners","Platform Partners","HD Network","Video Delivery Group","Media Delivery","Media BU","$1,428.86","$119.07",4,"$476.29","$0.00","$476.29"
"10296","B-3-A0PMJR","HD OD ADOBE FLASH","Media","4/1/11 0:00","4/29/11 0:00","4/30/15 0:00","4/28/15 0:00","F-AC-265365","Apis Technical Training AB","Apis Technical Training AB","","E","Sweden","EMEA","SEB","ECG SEB","ECG SEB","ECG SEB","HD Network","Video Delivery Group","Media Delivery","Media BU","$297.31","$24.78",10,"$247.76","$247.76","$247.76"
"10299","B-3-A0PMJR","HD OD ADOBE FLASH","Media","12/1/12 0:00","12/17/12 0:00","4/30/15 0:00","4/30/15 0:00","F-AC-298302","DaCast LLC","DaCast LLC","","E","USA","Americas","Channel Direct","Platform Partners","Platform Partners","Platform Partners","HD Network","Video Delivery Group","Media Delivery","Media BU","$31,363.77","$2,613.65",10,"$26,136.48","$26,136.48","$26,136.48"
"10304","B-3-A0PMJR","HD OD ADOBE FLASH","Media","1/1/11 0:00","1/1/11 0:00","4/30/15 0:00","4/30/15 0:00","F-AC-336124","NowLive, LLC","NowLive, LLC","","E","USA","Americas","Channel Direct","Platform Partners","Platform Partners","Platform Partners","HD Network","Video Delivery Group","Media Delivery","Media BU","$20.33","$1.69",10,"$16.94","$16.94","$16.94"
"10310","B-3-A0PMJR","HD OD ADOBE FLASH","Media","2/1/11 0:00","2/21/11 0:00","6/30/15 0:00","6/30/15 0:00","F-AC-414812","Mosaico Produzioni SRL","Mosaico Produzioni SRL","","E","Italy","EMEA","SER","SER Channel","SER Channel","SER Channel","HD Network","Video Delivery Group","Media Delivery","Media BU","$645.12","$53.76",12,"$645.12","$645.12","$645.12"
"10317","B-3-A0PMJR","HD OD ADOBE FLASH","Media","4/1/11 0:00","4/18/11 0:00","7/31/14 0:00","7/1/14 0:00","F-AC-470141","Todocast, Inc","Todocast, Inc","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$73.78","$6.15",1,"$6.15","$0.00","$6.15"
"10321","B-3-A0PMJR","HD OD ADOBE FLASH","Media","7/1/11 0:00","7/15/11 0:00","8/31/14 0:00","8/13/14 0:00","F-AC-522611","RTL Belgium","RTL Belgium","","E","Belgium","EMEA","SEB","Benelux","Benelux","Benelux","HD Network","Video Delivery Group","Media Delivery","Media BU","$1,186.11","$98.84",2,"$197.69","$0.00","$197.69"
"10325","B-3-A0PMJR","HD OD ADOBE FLASH","Media","5/1/12 0:00","5/15/12 0:00","5/31/15 0:00","5/14/15 0:00","F-AC-571849","Caption Colorado","Caption Colorado","","E","USA","Americas","Channel Direct","Platform Partners","Platform Partners","Platform Partners","HD Network","Video Delivery Group","Media Delivery","Media BU","$1.99","$0.17",11,"$1.83","$1.83","$1.83"
"10326","B-3-A0PMJR","HD OD ADOBE FLASH","Media","9/1/11 0:00","9/1/11 0:00","8/31/14 0:00","8/31/14 0:00","F-AC-573966","Victory.com","Victory.com","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$0.00","$0.00",2,"$0.00","$0.00","$0.00"
"10328","B-3-A0PMJR","HD OD ADOBE FLASH","Media","4/1/12 0:00","4/1/12 0:00","3/31/15 0:00","3/31/15 0:00","F-AC-608354","Dicentia Denmark A/S","Dicentia Denmark A/S","","E","Denmark","EMEA","SEB","ECG SEB","ECG SEB","ECG SEB","HD Network","Video Delivery Group","Media Delivery","Media BU","$13,673.03","$1,139.42",9,"$10,254.77","$10,254.77","$10,254.77"
"10333","B-3-A0PMJR","HD OD ADOBE FLASH","Media","11/1/11 0:00","11/1/11 0:00","10/31/14 0:00","10/31/14 0:00","F-AC-700411","Allegro DVT","Allegro DVT","","E","France","EMEA","SER","ECG SER","ECG SER","ECG SER","HD Network","Video Delivery Group","Media Delivery","Media BU","$0.18","$0.01",4,"$0.06","$0.00","$0.06"
"10335","B-3-A0PMJR","HD OD ADOBE FLASH","Media","5/1/12 0:00","5/1/12 0:00","4/30/15 0:00","4/30/15 0:00","F-AC-736298","Creative Street Media Group","Creative Street Media Group","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$0.00","$0.00",10,"$0.00","$0.00","$0.00"
"10336","B-3-A0PMJR","HD OD ADOBE FLASH","Media","9/1/11 0:00","9/22/11 0:00","9/30/14 0:00","9/21/14 0:00","F-AC-737980","4AM SA","4AM SA","","E","Switzerland","EMEA","SER","ECG SER","ECG SER","ECG SER","HD Network","Video Delivery Group","Media Delivery","Media BU","$0.15","$0.01",3,"$0.04","$0.00","$0.04"
"10338","B-3-A0PMJR","HD OD ADOBE FLASH","Media","11/1/11 0:00","11/1/11 0:00","8/31/14 0:00","8/31/14 0:00","F-AC-748184","Concert Window, Inc.","Concert Window, Inc.","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","HD Network","Video Delivery Group","Media Delivery","Media BU","$190.09","$15.84",2,"$31.68","$0.00","$31.68"
"10339","B-3-A0PMJR","HD OD ADOBE FLASH","Media","5/1/12 0:00","5/15/12 0:00","5/31/15 0:00","5/14/15 0:00","F-AC-774784","Vodalys","Vodalys","","E","France","EMEA","SER","DM France","DM France","DM France","HD Network","Video Delivery Group","Media Delivery","Media BU","$25.44","$2.12",11,"$23.32","$23.32","$23.32"
"10342","B-3-A0PMJR","HD OD ADOBE FLASH","Media","3/1/12 0:00","3/1/12 0:00","12/31/14 0:00","12/31/14 0:00","1-TRXBV","Arturai Tecnologias De Informacao, LDA","A Bola","","E","Portugal","EMEA","SER","Spain","Spain","Spain","HD Network","Video Delivery Group","Media Delivery","Media BU","$9,014.60","$751.22",6,"$4,507.30","$4,507.30","$4,507.30"
"10349","B-3-A0PMJR","HD OD ADOBE FLASH","Media","4/1/12 0:00","4/15/12 0:00","7/31/14 0:00","7/14/14 0:00","F-AC-848844","Etoos Education Pvt. Ltd.","Etoos Education Pvt. Ltd.","","E","India","APJ","INDIA","INDIA","INDIA MEDIA","INDIA MEDIA","HD Network","Video Delivery Group","Media Delivery","Media BU","$8,159.34","$679.95",1,"$679.95","$0.00","$679.95"
"10350","B-3-A0PMJR","HD OD ADOBE FLASH","Media","12/1/12 0:00","12/1/12 0:00","11/30/14 0:00","11/30/14 0:00","F-AC-852297","Branda Reklam Tanitim Pazarlama Bilisim ve Tic. Ltd. Sti","Branda Reklam Tanitim Pazarlama Bilisim ve Tic. Ltd. Sti","","E","Turkey","EMEA","SEB","Emerging","GREETS","GREETS","HD Network","Video Delivery Group","Media Delivery","Media BU","$0.22","$0.02",5,"$0.09","$0.09","$0.09"
